experiment,model,arm,dataset,fault_type,n,ac1,ac3,ac5,mrr,unknown_ids
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,k8s容器cpu负载,5,0,0.4,0.4,0.2,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,k8s容器内存负载,4,0.25,0.25,0.25,0.25,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,k8s容器网络丢包,2,0,0.5,0.5,0.25,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,k8s容器网络延迟,4,0.25,0.25,0.25,0.25,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,k8s容器网络资源包损坏,4,0,0.5,0.75,0.3125,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,k8s容器网络资源包重复发送,3,0.66666667,0.66666667,0.66666667,0.66666667,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,k8s容器读io负载,7,0.28571429,0.71428571,0.71428571,0.5,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,k8s容器进程中止,5,0.4,0.8,0.8,0.56666667,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,node 内存消耗,3,0.66666667,0.66666667,0.66666667,0.66666667,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,node 磁盘写IO消耗,2,1,1,1,1,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,node 磁盘空间消耗,2,0,0.5,0.5,0.25,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,node 磁盘读IO消耗,2,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,node节点CPU故障,2,0.5,0.5,0.5,0.5,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,node节点CPU爬升,2,0,0.5,0.5,0.16666667,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,code error,1,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,cpu stress,8,0.125,0.125,0.25,0.15,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,dns error,5,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,io fault,5,0,0.8,1,0.38333333,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,jvm cpu,3,0.66666667,0.66666667,1,0.75,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,jvm exception,3,0.33333333,0.66666667,1,0.52777778,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,jvm gc,2,0,0,0.5,0.125,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,jvm latency,5,0,0.2,0.2,0.1,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,memory stress,6,0,0.16666667,0.33333333,0.125,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,network corrupt,6,0.33333333,0.83333333,1,0.56111111,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,network delay,7,0.14285714,0.42857143,0.57142857,0.29761905,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,network loss,5,0.2,0.6,0.8,0.45,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,node cpu stress,6,0,0.16666667,0.33333333,0.097222222,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,node disk fill,4,0.5,0.5,0.5,0.5,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,node memory stress,12,0.16666667,0.33333333,0.41666667,0.27083333,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,pod failure,10,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,pod kill,2,0.5,1,1,0.75,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,target port misconfig,3,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,cpu,15,0.66666667,1,1,0.82222222,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,delay,15,0.4,0.93333333,1,0.63888889,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,disk,15,0.73333333,0.93333333,0.93333333,0.81111111,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,loss,15,0.46666667,0.86666667,1,0.68555556,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,mem,15,0.86666667,0.86666667,0.93333333,0.88333333,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,socket,15,0.8,1,1,0.88888889,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,cpu,15,0.6,0.8,0.93333333,0.72222222,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,delay,15,0.46666667,0.73333333,0.73333333,0.56666667,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,disk,15,0.86666667,0.93333333,0.93333333,0.88888889,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,loss,15,0.46666667,0.73333333,0.73333333,0.55555556,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,mem,15,0.93333333,1,1,0.96666667,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,socket,15,0.86666667,0.86666667,0.93333333,0.88,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ContainerKill,6,0.16666667,0.66666667,1,0.44444444,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,HTTPRequestAbort,6,0,0,0.5,0.125,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,HTTPRequestDelay,7,0,0.28571429,0.42857143,0.14761905,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,HTTPRequestReplaceMethod,15,0.13333333,0.6,0.66666667,0.35777778,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,HTTPRequestReplacePath,1,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,HTTPResponseAbort,3,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,HTTPResponseDelay,7,0.28571429,0.28571429,0.42857143,0.31428571,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,HTTPResponseReplaceBody,2,0,0,0.5,0.1,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,HTTPResponseReplaceCode,13,0.076923077,0.23076923,0.61538462,0.24615385,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,JVMException,3,0.33333333,1,1,0.55555556,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,JVMLatency,1,0,1,1,0.33333333,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,JVMMemoryStress,14,0.35714286,0.71428571,1,0.60714286,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,JVMReturn,2,0.5,1,1,0.75,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,NetworkBandwidth,2,0.5,1,1,0.75,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,NetworkCorrupt,2,0,0,0.5,0.1,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,NetworkDelay,1,1,1,1,1,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,NetworkLoss,3,0,0.33333333,0.66666667,0.17777778,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,NetworkPartition,6,0.16666667,0.16666667,0.5,0.25,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,PodFailure,1,0,1,1,0.5,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,PodKill,1,1,1,1,1,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,k8s容器cpu负载,5,0.2,0.6,0.8,0.41666667,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,k8s容器内存负载,4,0.25,0.25,0.25,0.25,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,k8s容器网络丢包,2,0,0.5,0.5,0.16666667,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,k8s容器网络延迟,4,0.25,0.25,0.5,0.3,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,k8s容器网络资源包损坏,4,0.25,0.75,0.75,0.41666667,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,k8s容器网络资源包重复发送,3,0.66666667,0.66666667,0.66666667,0.66666667,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,k8s容器读io负载,7,0.28571429,0.42857143,0.71428571,0.39761905,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,k8s容器进程中止,5,0.4,0.4,0.6,0.45,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,node 内存消耗,3,0.33333333,0.33333333,0.33333333,0.33333333,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,node 磁盘写IO消耗,2,1,1,1,1,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,node 磁盘空间消耗,2,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,node 磁盘读IO消耗,2,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,node节点CPU故障,2,0.5,0.5,0.5,0.5,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,node节点CPU爬升,2,0,0.5,0.5,0.25,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,code error,1,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,cpu stress,8,0.125,0.125,0.125,0.125,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,dns error,5,0,0,0.2,0.05,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,io fault,5,0,0.6,1,0.36666667,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,jvm cpu,3,0.33333333,0.66666667,1,0.51111111,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,jvm exception,3,0.33333333,0.33333333,1,0.48333333,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,jvm gc,2,0,0,0.5,0.125,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,jvm latency,5,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,memory stress,6,0,0.33333333,0.33333333,0.13888889,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,network corrupt,6,0.5,0.66666667,0.66666667,0.55555556,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,network delay,7,0.28571429,0.71428571,0.71428571,0.45238095,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,network loss,5,0.4,0.6,0.8,0.55,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,node cpu stress,6,0,0,0.33333333,0.075,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,node disk fill,4,0.5,0.5,0.75,0.5625,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,node memory stress,12,0.25,0.33333333,0.33333333,0.29166667,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,pod failure,10,0,0,0.1,0.02,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,pod kill,2,0.5,0.5,0.5,0.5,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,target port misconfig,3,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,cpu,15,0.73333333,0.86666667,0.93333333,0.79444444,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,delay,15,0.4,0.8,0.86666667,0.59444444,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,disk,15,0.86666667,1,1,0.92222222,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,loss,15,0.26666667,0.66666667,0.8,0.48555556,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,mem,15,0.73333333,0.73333333,0.8,0.75,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,socket,15,0.86666667,1,1,0.92222222,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,cpu,15,0.53333333,0.8,0.86666667,0.68,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,delay,15,0.46666667,0.6,0.66666667,0.54666667,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,disk,15,0.8,0.93333333,1,0.88333333,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,loss,15,0.4,0.6,0.73333333,0.50777778,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,mem,15,0.8,0.93333333,1,0.88333333,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,socket,15,0.53333333,0.86666667,0.86666667,0.67777778,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ContainerKill,6,0,0.33333333,0.5,0.18055556,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,HTTPRequestAbort,6,0.16666667,0.66666667,0.83333333,0.36666667,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,HTTPRequestDelay,7,0.14285714,0.14285714,0.42857143,0.20714286,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,HTTPRequestReplaceMethod,15,0.2,0.66666667,0.73333333,0.42777778,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,HTTPRequestReplacePath,1,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,HTTPResponseAbort,3,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,HTTPResponseDelay,7,0.28571429,0.28571429,0.42857143,0.31428571,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,HTTPResponseReplaceBody,2,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,HTTPResponseReplaceCode,13,0.076923077,0.38461538,0.38461538,0.20512821,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,JVMException,3,0.33333333,1,1,0.55555556,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,JVMLatency,1,0,1,1,0.33333333,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,JVMMemoryStress,14,0.35714286,0.78571429,0.85714286,0.56190476,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,JVMReturn,2,0.5,0.5,1,0.625,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,NetworkBandwidth,2,0.5,1,1,0.75,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,NetworkCorrupt,2,0.5,0.5,0.5,0.5,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,NetworkDelay,1,1,1,1,1,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,NetworkLoss,3,0.33333333,0.33333333,0.33333333,0.33333333,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,NetworkPartition,6,0.16666667,0.16666667,0.66666667,0.29166667,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,PodFailure,1,0,1,1,0.5,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,PodKill,1,1,1,1,1,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,k8s容器cpu负载,5,0.2,0.4,0.6,0.35,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,k8s容器内存负载,4,0.25,0.25,0.25,0.25,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,k8s容器网络丢包,2,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,k8s容器网络延迟,4,0.25,0.5,0.5,0.33333333,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,k8s容器网络资源包损坏,4,0.25,0.5,0.5,0.375,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,k8s容器网络资源包重复发送,3,0.33333333,0.33333333,0.33333333,0.33333333,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,k8s容器读io负载,7,0.14285714,0.57142857,0.71428571,0.36190476,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,k8s容器进程中止,5,0.4,0.6,0.6,0.5,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,node 内存消耗,3,0.33333333,0.66666667,0.66666667,0.5,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,node 磁盘写IO消耗,2,1,1,1,1,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,node 磁盘空间消耗,2,0,0.5,0.5,0.25,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,node 磁盘读IO消耗,2,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,node节点CPU故障,2,0,0.5,1,0.375,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,node节点CPU爬升,2,0,1,1,0.5,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,code error,1,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,cpu stress,8,0.125,0.25,0.375,0.2125,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,dns error,5,0,0,0.4,0.1,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,io fault,5,0.2,0.6,1,0.46666667,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,jvm cpu,3,0.33333333,1,1,0.55555556,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,jvm exception,3,0.33333333,0.33333333,1,0.48333333,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,jvm gc,2,0,0,0.5,0.125,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,jvm latency,5,0,0.2,0.2,0.1,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,memory stress,6,0,0.16666667,0.33333333,0.125,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,network corrupt,6,0.16666667,0.83333333,1,0.51388889,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,network delay,7,0.28571429,0.57142857,0.71428571,0.44047619,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,network loss,5,0.2,0.6,1,0.43333333,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,node cpu stress,6,0,0.16666667,0.5,0.13888889,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,node disk fill,4,0.5,0.75,0.75,0.58333333,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,node memory stress,12,0.16666667,0.25,0.33333333,0.22916667,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,pod failure,10,0,0,0.2,0.045,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,pod kill,2,0.5,1,1,0.66666667,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,target port misconfig,3,0,0,0,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,cpu,15,0.6,0.86666667,1,0.73333333,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,delay,15,0.46666667,0.8,1,0.66111111,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,disk,15,0.66666667,1,1,0.81111111,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,loss,15,0.33333333,0.73333333,0.8,0.52444444,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,mem,15,0.8,0.86666667,1,0.86333333,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,socket,15,0.8,0.93333333,0.93333333,0.85555556,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,cpu,15,0.6,0.8,0.8,0.68888889,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,delay,15,0.46666667,0.73333333,0.73333333,0.57777778,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,disk,15,0.86666667,1,1,0.91111111,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,loss,15,0.26666667,0.73333333,0.8,0.45777778,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,mem,15,0.86666667,0.93333333,1,0.91666667,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,socket,15,0.53333333,0.8,0.8,0.64444444,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ContainerKill,6,0.33333333,0.66666667,0.66666667,0.47222222,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,HTTPRequestAbort,6,0,0.33333333,0.33333333,0.13888889,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,HTTPRequestDelay,7,0.14285714,0.42857143,0.57142857,0.31428571,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,HTTPRequestReplaceMethod,15,0.2,0.66666667,0.73333333,0.40555556,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,HTTPRequestReplacePath,1,1,1,1,1,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,HTTPResponseAbort,3,0,0,0,0,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,HTTPResponseDelay,7,0.14285714,0.57142857,0.57142857,0.33333333,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,HTTPResponseReplaceBody,2,0,0.5,0.5,0.25,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,HTTPResponseReplaceCode,13,0.15384615,0.46153846,0.46153846,0.26923077,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,JVMException,3,0.33333333,0.66666667,0.66666667,0.5,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,JVMLatency,1,0,1,1,0.5,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,JVMMemoryStress,14,0.28571429,0.5,0.64285714,0.41309524,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,JVMReturn,2,1,1,1,1,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,NetworkBandwidth,2,0,1,1,0.33333333,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,NetworkCorrupt,2,0,0,0,0,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,NetworkDelay,1,1,1,1,1,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,NetworkLoss,3,0,0.33333333,0.33333333,0.16666667,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,NetworkPartition,6,0.33333333,0.83333333,0.83333333,0.55555556,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,PodFailure,1,0,1,1,0.5,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,PodKill,1,1,1,1,1,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,k8s容器cpu负载,6,0.16666667,0.33333333,0.33333333,0.25,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,k8s容器内存负载,6,0.16666667,0.33333333,0.33333333,0.22222222,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,k8s容器网络丢包,3,0,0.33333333,0.66666667,0.25,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,k8s容器网络延迟,6,0,0.5,0.5,0.22222222,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,k8s容器网络资源包损坏,5,0.4,0.8,0.8,0.56666667,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,k8s容器网络资源包重复发送,5,0,0,0,0,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,k8s容器读io负载,8,0,0.5,0.5,0.25,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,k8s容器进程中止,5,0.2,0.4,0.4,0.3,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,node 内存消耗,5,0.2,0.4,0.4,0.3,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,node 磁盘写IO消耗,3,0.66666667,0.66666667,0.66666667,0.66666667,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,node 磁盘空间消耗,3,0,0,0,0,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,node 磁盘读IO消耗,2,0,0,0,0,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,node节点CPU故障,2,0,1,1,0.5,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,node节点CPU爬升,2,0.5,0.5,0.5,0.5,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,code error,1,0,0,0,0,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,cpu stress,8,0,0.125,0.125,0.0625,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,dns error,5,0,0.4,0.4,0.16666667,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,io fault,5,0,0.8,0.8,0.36666667,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,jvm cpu,3,0.33333333,0.66666667,0.66666667,0.44444444,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,jvm exception,3,0.33333333,0.33333333,0.66666667,0.41666667,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,jvm gc,2,0,0.5,0.5,0.16666667,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,jvm latency,5,0.2,0.4,0.4,0.26666667,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,memory stress,6,0,0.16666667,0.16666667,0.083333333,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,network corrupt,6,0.5,0.66666667,0.66666667,0.58333333,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,network delay,7,0.28571429,0.57142857,0.57142857,0.4047619,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,network loss,5,0.2,0.8,1,0.48333333,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,node cpu stress,6,0,0.33333333,0.66666667,0.21388889,0
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,node disk fill,4,0.5,0.75,0.75,0.58333333,0
